goalie_name,event_id,opening_line,team
Juuse Saros,13005,26.5,NSH
Petr Mrazek,13006,27.5,CHI
Jacob Markstrom,13006,26.5,NJ
Justus Annunen,13007,24.5,COL
Sam Montembeault,13007,30.5,MTL
Joey Daccord,13008,24.5,SEA
Elvis Merzlikins,13009,27.5,CBJ
Karel Vejmelka,13009,27.5,UTA
Mackenzie Blackwood,13010,28.5,SJ
Scott Wedgewood,13010,24.5,NSH
Joonas Korpisalo,13011,26.5,BOS
Ukko-Pekka Luukkonen,13011,26.5,BUF
Andrei Vasilevskiy,13012,25.5,TB
Linus Ullmark,13012,25.5,OTT
Alex Nedeljkovic,13013,26.5,PIT
Daniil Tarasov,13013,30.5,CBJ
Petr Mrazek,13014,28.5,CHI
Anton Forsberg,13014,25.5,OTT
Anthony Stolarz,13015,26.5,TOR
Semyon Varlamov,13015,28.5,NYI
Cayden Primeau,13016,28.5,MTL
Samuel Ersson,13016,24.5,PHI
Charlie Lindgren,13017,27.5,WSH
Joseph Woll,13017,24.5,TOR
Frederik Andersen,13018,23.5,CAR
James Reimer,13018,31.5,ANA
Filip Gustavsson,13019,24.5,MIN
Mackenzie Blackwood,13019,29.5,SJ
Jordan Binnington,13020,28.5,STL
Dustin Wolf,13020,26.5,CGY
Connor Hellebuyck,13021,28.5,WPG
Logan Thompson,13021,26.5,WSH
Cam Talbot,13022,28.5,DET
Stuart Skinner,13022,26.5,EDM
Igor Shesterkin,13023,29.5,NYR
Alexandar Georgiev,13023,25.5,COL
Philipp Grubauer,13024,24.5,SEA
Connor Ingram,13025,28.5,UTA
Jake Oettinger,13026,25.5,DAL
Casey DeSmith,13026,25.5,DAL
Jake Allen,13027,28.5,NJ
Devon Levi,13027,26.5,BUF
Alex Lyon,13028,29.5,DET
Sergei Bobrovsky,13028,24.5,FLA
Filip Gustavsson,13029,27.5,MIN
Logan Thompson,13029,27.5,WSH
Karel Vejmelka,13032,27.5,UTA
Jonathan Quick,13032,25.5,NYR
Pyotr Kochetkov,13033,23.5,CAR
Sam Montembeault,13033,29.5,MTL
Connor Hellebuyck,13034,27.5,WPG
Joonas Korpisalo,13034,27.5,BOS
Arvid Soderblom,13035,29.5,CHI
Samuel Ersson,13035,23.5,PHI
Elvis Merzlikins,13036,29.5,CBJ
Alex Nedeljkovic,13036,26.5,PIT
Semyon Varlamov,13037,26.5,NYI
Andrei Vasilevskiy,13037,25.5,TB
Jeremy Swayman,13038,25.5,BOS
Charlie Lindgren,13038,25.5,WSH
Ukko-Pekka Luukkonen,13039,26.5,BUF
Ilya Samsonov,13039,26.5,VGK
Joel Hofer,13040,25.5,STL
Mackenzie Blackwood,13040,28.5,SJ
Jake Oettinger,13041,25.5,DAL
Joey Daccord,13041,27.5,SEA
Jacob Markstrom,13042,26.5,NJ
David Rittich,13042,26.5,LA
Lukas Dostal,13043,28.5,ANA
Arturs Silovs,13043,23.5,VAN
Alex Lyon,13044,27.5,DET
Andrei Vasilevskiy,13044,24.5,TB
Samuel Ersson,13045,24.5,PHI
Semyon Varlamov,13045,28.5,NYI
Daniil Tarasov,13046,31.5,CBJ
Justus Annunen,13046,26.5,COL
Igor Shesterkin,13047,27.5,NYR
Tristan Jarry,13047,28.5,PIT
Ilya Samsonov,13048,27.5,VGK
Sergei Bobrovsky,13048,26.5,FLA
Jordan Binnington,13049,29.5,STL
Stuart Skinner,13049,25.5,EDM
Cam Talbot,13050,27.5,DET
Laurent Brossoit,13050,26.5,CHI
Mackenzie Blackwood,13051,26.5,SJ
Anthony Stolarz,13052,24.5,TOR
Sam Montembeault,13052,28.5,MTL
Charlie Lindgren,13053,27.5,WSH
Ukko-Pekka Luukkonen,13053,24.5,BUF
Alex Nedeljkovic,13054,28.5,PIT
Jake Allen,13054,27.5,NJ
Petr Mrazek,13055,28.5,CHI
Ilya Sorokin,13055,24.5,NYI
Joonas Korpisalo,13056,26.5,BOS
Marc-Andre Fleury,13056,25.5,MIN
Linus Ullmark,13057,28.5,OTT
Juuse Saros,13057,25.5,NSH
Lukas Dostal,13058,29.5,ANA
Jacob Markstrom,13058,23.5,NJ
Logan Thompson,13059,25.5,WSH
Casey DeSmith,13059,26.5,DAL
Kaapo Kahkonen,13060,29.5,COL
Igor Shesterkin,13060,26.5,NYR
Joseph Woll,13061,25.5,TOR
Andrei Vasilevskiy,13061,27.5,TB
Calvin Pickard,13062,27.5,EDM
Jake Oettinger,13062,26.5,DAL
Philipp Grubauer,13063,26.5,SEA
Cam Talbot,13063,25.5,DET
Connor Ingram,13064,26.5,UTA
Arturs Silovs,13064,25.5,VAN
Daniil Tarasov,13065,29.5,CBJ
Ilya Sorokin,13065,25.5,NYI
Matt Tomkins,13066,25.5,TB
Cayden Primeau,13066,26.5,MTL
Frederik Andersen,13067,23.5,CAR
Jeremy Swayman,13067,29.5,BOS
Joonas Korpisalo,13068,27.5,BOS
Sergei Bobrovsky,13068,26.5,FLA
Charlie Lindgren,13069,27.5,WSH
Alex Nedeljkovic,13069,25.5,PIT
Justus Annunen,13070,26.5,COL
Filip Gustavsson,13070,28.5,MIN
Jordan Binnington,13071,29.5,STL
Juuse Saros,13071,25.5,NSH
Dustin Wolf,13072,27.5,CGY
Connor Hellebuyck,13072,27.5,WPG
Mackenzie Blackwood,13073,29.5,SJ
David Rittich,13073,23.5,LA
Jonathan Quick,13074,25.5,NYR
Alex Lyon,13074,28.5,DET
Darcy Kuemper,13075,29.5,LA
Pyotr Kochetkov,13075,23.5,CAR
Ukko-Pekka Luukkonen,13076,27.5,BUF
Ivan Fedotov,13076,26.5,PHI
Stuart Skinner,13077,28.5,EDM
Alexandar Georgiev,13077,27.5,COL
Lukas Dostal,13078,27.5,ANA
Logan Thompson,13079,26.5,WSH
Karel Vejmelka,13079,28.5,UTA
Alex Nedeljkovic,13080,26.5,PIT
Linus Ullmark,13081,27.5,OTT
Sergei Bobrovsky,13081,24.5,FLA
Connor Hellebuyck,13082,27.5,WPG
Petr Mrazek,13083,28.5,CHI
Scott Wedgewood,13083,24.5,NSH
Devin Cooley,13084,27.5,CGY
Sam Montembeault,13085,28.5,MTL
Ilya Samsonov,13085,25.5,VGK
Jake Allen,13086,28.5,NJ
Anton Forsberg,13086,26.5,OTT
Jet Greaves,13087,29.5,CBJ
Kevin Lankinen,13088,27.5,VAN
Semyon Varlamov,13088,27.5,NYI
Cam Talbot,13089,25.5,DET
Jacob Markstrom,13090,27.5,NJ
Calvin Pickard,13090,26.5,EDM
Alex Lyon,13091,27.5,DET
Jesper Wallstedt,13092,25.5,MIN
Arvid Soderblom,13092,27.5,CHI
Malcolm Subban,13093,30.5,FA
Frederik Andersen,13093,23.5,CAR
Charlie Lindgren,13094,26.5,WSH
Joonas Korpisalo,13094,24.5,BOS
Mackenzie Blackwood,13095,27.5,SJ
Connor Ingram,13095,25.5,UTA
Juuse Saros,13096,26.5,NSH
Kaapo Kahkonen,13096,28.5,COL
Cayden Primeau,13097,28.5,MTL
Igor Shesterkin,13097,24.5,NYR
Lukas Dostal,13098,28.5,ANA
Jordan Binnington,13098,25.5,STL
Jake Oettinger,13099,27.5,DAL
Alexandar Georgiev,13099,27.5,COL
Ilya Samsonov,13100,26.5,VGK
Alex Nedeljkovic,13100,27.5,PIT
Arturs Silovs,13101,26.5,VAN
Alex Lyon,13102,26.5,DET
Charlie Lindgren,13102,26.5,WSH
Joonas Korpisalo,13103,27.5,BOS
Sergei Bobrovsky,13103,25.5,FLA
Sam Montembeault,13104,28.5,MTL
Samuel Ersson,13104,23.5,PHI
Jake Allen,13105,27.5,NJ
Joseph Woll,13105,25.5,TOR
Semyon Varlamov,13106,27.5,NYI
Igor Shesterkin,13106,26.5,NYR
Andrei Vasilevskiy,13107,24.5,TB
Jet Greaves,13107,28.5,CBJ
Pyotr Kochetkov,13108,23.5,CAR
Jeremy Swayman,13108,28.5,BOS
Jake Oettinger,13109,25.5,DAL
Ukko-Pekka Luukkonen,13109,28.5,BUF
Juuse Saros,13110,26.5,NSH
Connor Hellebuyck,13110,28.5,WPG
Alexandar Georgiev,13111,26.5,COL
Filip Gustavsson,13111,28.5,MIN
Karel Vejmelka,13112,26.5,UTA
Philipp Grubauer,13112,24.5,SEA
Cam Talbot,13113,24.5,DET
Lukas Dostal,13113,27.5,ANA
Mackenzie Blackwood,13114,28.5,SJ
Dustin Wolf,13114,25.5,CGY
Joel Hofer,13115,25.5,STL
Petr Mrazek,13115,28.5,CHI
Adin Hill,13116,28.5,VGK
Stuart Skinner,13116,26.5,EDM
Arturs Silovs,13117,24.5,VAN
Connor Ingram,13117,28.5,UTA
Ilya Samsonov,13118,24.5,VGK
Jake Allen,13118,28.5,NJ
Charlie Lindgren,13119,28.5,WSH
Ukko-Pekka Luukkonen,13119,24.5,BUF
Jonathan Quick,13120,27.5,NYR
Samuel Ersson,13120,25.5,PHI
Alex Lyon,13121,28.5,DET
Alex Nedeljkovic,13121,25.5,PIT
Matt Tomkins,13122,26.5,TB
Anton Forsberg,13122,26.5,OTT
Sam Montembeault,13123,28.5,MTL
Semyon Varlamov,13123,25.5,NYI
Jet Greaves,13124,30.5,CBJ
Sergei Bobrovsky,13124,24.5,FLA
Laurent Brossoit,13125,28.5,CHI
Jake Oettinger,13125,25.5,DAL
Devin Cooley,13126,27.5,CGY
Joey Daccord,13126,23.5,SEA
Jacob Markstrom,13127,26.5,NJ
Cam Talbot,13127,26.5,DET
Frederik Andersen,13128,23.5,CAR
Jordan Binnington,13128,30.5,STL
Kevin Lankinen,13129,25.5,VAN
Arvid Soderblom,13129,29.5,CHI
Karel Vejmelka,13130,28.5,UTA
Calvin Pickard,13130,24.5,EDM
John Gibson,13131,28.5,ANA
Logan Thompson,13132,26.5,WSH
Marc-Andre Fleury,13132,26.5,MIN
Ilya Sorokin,13133,27.5,NYI
Igor Shesterkin,13133,25.5,NYR
Jake Oettinger,13134,24.5,DAL
Connor Hellebuyck,13135,30.5,WPG
Ukko-Pekka Luukkonen,13136,28.5,BUF
Sergei Bobrovsky,13136,25.5,FLA
Samuel Ersson,13137,23.5,PHI
Kaapo Kahkonen,13137,29.5,COL
Andrei Vasilevskiy,13138,24.5,TB
Charlie Lindgren,13138,26.5,WSH
James Reimer,13139,29.5,ANA
Ilya Samsonov,13139,25.5,VGK
Joonas Korpisalo,13140,23.5,BOS
Cayden Primeau,13140,28.5,MTL
Linus Ullmark,13141,27.5,OTT
Alex Nedeljkovic,13141,25.5,PIT
Jet Greaves,13142,31.5,CBJ
Stuart Skinner,13143,25.5,EDM
Casey DeSmith,13143,26.5,DAL
Jesper Wallstedt,13144,25.5,MIN
Mackenzie Blackwood,13144,27.5,SJ
David Rittich,13145,22.5,LA
Lukas Dostal,13145,29.5,ANA
Joey Daccord,13146,25.5,SEA
Joel Hofer,13146,26.5,STL
Adin Hill,13147,27.5,VGK
Alexandar Georgiev,13147,26.5,COL
Pyotr Kochetkov,13148,23.5,CAR
Petr Mrazek,13148,30.5,CHI
Connor Ingram,13149,28.5,UTA
Dustin Wolf,13149,25.5,CGY
Sam Montembeault,13150,27.5,MTL
Alex Lyon,13150,25.5,DET
Juuse Saros,13151,27.5,NSH
Alex Nedeljkovic,13151,28.5,PIT
Charlie Lindgren,13152,25.5,WSH
Jeremy Swayman,13152,25.5,BOS
Semyon Varlamov,13153,25.5,NYI
Jake Allen,13153,27.5,NJ
Eric Comrie,13154,26.5,WPG
Andrei Vasilevskiy,13154,25.5,TB
Igor Shesterkin,13155,25.5,NYR
Joonas Korpisalo,13155,27.5,BOS
Stuart Skinner,13156,22.5,EDM
Devin Cooley,13156,30.5,CGY
Cam Talbot,13157,25.5,DET
Filip Gustavsson,13157,27.5,MIN
Spencer Martin,13158,25.5,CAR
Jet Greaves,13158,29.5,CBJ
Cayden Primeau,13159,27.5,MTL
James Reimer,13159,26.5,ANA
Anton Forsberg,13160,25.5,OTT
Linus Ullmark,13160,26.5,OTT
Charlie Lindgren,13161,28.5,WSH
Samuel Ersson,13161,22.5,PHI
Joseph Woll,13162,28.5,TOR
Anthony Stolarz,13162,26.5,TOR
Connor Hellebuyck,13163,26.5,WPG
Jacob Markstrom,13164,26.5,NJ
Thatcher Demko,13164,25.5,VAN
Logan Thompson,13165,23.5,WSH
Petr Mrazek,13165,29.5,CHI
Martin Jones,13166,25.5,FA
Matt Tomkins,13166,26.5,TB
Alex Nedeljkovic,13167,26.5,PIT
Ilya Sorokin,13167,26.5,NYI
Jordan Binnington,13168,29.5,STL
Jake Oettinger,13168,24.5,DAL
Calvin Pickard,13169,25.5,EDM
Karel Vejmelka,13169,28.5,UTA
Connor Ingram,13169,28.5,UTA
Marc-Andre Fleury,13170,25.5,MIN
Laurent Brossoit,13171,25.5,CHI
Thatcher Demko,13171,26.5,VAN
Dustin Wolf,13172,23.5,CGY
Devin Cooley,13172,29.5,CGY
Justus Annunen,13173,27.5,COL
Adin Hill,13174,23.5,VGK
Cam Talbot,13175,22.5,DET
Arvid Soderblom,13175,29.5,CHI
Ukko-Pekka Luukkonen,13288,23.5,BUF
